annotation_id,annotator,created_at,id,image,label,lead_time,updated_at
18,1,2026-03-19T15:47:09.813814Z,18,http://127.0.0.1:8000/1014800300_12_1_right.png,lion,7.519,2026-03-19T16:14:14.894305Z
19,1,2026-03-19T15:47:15.183641Z,19,http://127.0.0.1:8000/1014800300_12_2_left.png,lion,4.177,2026-03-19T16:14:17.922906Z
20,1,2026-03-19T15:47:20.841414Z,20,http://127.0.0.1:8000/1014800300_12_2_right.png,antelope,4.277,2026-03-19T15:47:20.841414Z
21,1,2026-03-19T15:47:27.622843Z,21,http://127.0.0.1:8000/1014800300_12_3_left.png,stag_deer,5.191,2026-03-19T15:47:27.622843Z
22,1,2026-03-19T15:47:32.786619Z,22,http://127.0.0.1:8000/1014800300_12_3_right.png,stag_deer,1.318,2026-03-19T15:47:32.786619Z
23,1,2026-03-19T15:47:37.664094Z,23,http://127.0.0.1:8000/1014800300_12_4_left.png,griffin,5.969,2026-03-19T16:14:26.901893Z
24,1,2026-03-19T15:47:49.543456Z,24,http://127.0.0.1:8000/1014800300_12_4_right.png,dragon,9.407,2026-03-19T16:14:33.118290Z
25,1,2026-03-19T15:48:44.380564Z,25,http://127.0.0.1:8000/1014800300_12_5_left.png,unicorn,3.838,2026-03-19T15:48:44.380564Z
26,1,2026-03-19T15:48:46.781616Z,26,http://127.0.0.1:8000/1014800300_12_5_right.png,unicorn,0.956,2026-03-19T15:48:46.781616Z
27,1,2026-03-19T15:50:01.651278Z,27,http://127.0.0.1:8000/1014800300_12_6_left.png,human,3.707,2026-03-19T15:50:01.651278Z
28,1,2026-03-19T15:50:05.799887Z,28,http://127.0.0.1:8000/1014800300_12_6_right.png,human,0.919,2026-03-19T15:50:05.799887Z
29,1,2026-03-19T15:50:08.894146Z,29,http://127.0.0.1:8000/1014800300_12_7_left.png,lion,1.523,2026-03-19T15:50:08.894146Z
30,1,2026-03-19T15:50:10.970269Z,30,http://127.0.0.1:8000/1014800300_12_7_right.png,lion,0.669,2026-03-19T15:50:10.970269Z
31,1,2026-03-19T15:50:16.548782Z,31,http://127.0.0.1:8000/1014800300_12_8_left.png,horse,4.227,2026-03-19T15:50:16.548782Z
32,1,2026-03-19T15:50:26.726245Z,32,http://127.0.0.1:8000/1014800300_12_8_right.png,mammal_other,2.858,2026-03-19T15:50:26.726245Z
33,1,2026-03-19T15:50:29.386747Z,33,http://127.0.0.1:8000/1014800300_13_1_left.png,lion,1.001,2026-03-19T15:50:29.386747Z
34,1,2026-03-19T15:50:31.826559Z,34,http://127.0.0.1:8000/1014800300_13_1_right.png,lion,1.188,2026-03-19T15:50:31.826559Z
35,1,2026-03-19T15:50:38.513597Z,35,http://127.0.0.1:8000/1014800300_13_2_left.png,antelope,5.067,2026-03-19T15:50:38.513597Z
36,1,2026-03-19T15:50:42.253951Z,36,http://127.0.0.1:8000/1014800300_13_2_right.png,griffin,7.865,2026-03-19T16:15:48.916612Z
41,1,2026-03-19T15:51:05.142963Z,41,http://127.0.0.1:8000/1014800300_13_5_left.png,horse,3.92,2026-03-19T15:51:05.142963Z
42,1,2026-03-19T15:51:30.192575Z,42,http://127.0.0.1:8000/1014800300_13_5_right.png,griffin,27.554,2026-03-19T16:15:38.873696Z
43,1,2026-03-19T15:51:34.414823Z,43,http://127.0.0.1:8000/1014800300_13_6_left.png,lion,2.033,2026-03-19T15:51:34.414823Z
44,1,2026-03-19T15:51:37.962886Z,44,http://127.0.0.1:8000/1014800300_13_6_right.png,unicorn,2.237,2026-03-19T15:51:37.962886Z
45,1,2026-03-19T15:51:41.758867Z,45,http://127.0.0.1:8000/1014800300_13_7_left.png,griffin,5.362,2026-03-19T16:15:34.189830Z
46,1,2026-03-19T15:51:45.680665Z,46,http://127.0.0.1:8000/1014800300_13_7_right.png,lion,2.475,2026-03-19T15:51:45.680665Z
47,1,2026-03-19T15:51:49.355535Z,47,http://127.0.0.1:8000/1014800300_13_8_left.png,griffin,5.907,2026-03-19T16:15:30.653413Z
48,1,2026-03-19T15:51:55.211002Z,48,http://127.0.0.1:8000/1014800300_13_8_right.png,dragon,8.738,2026-03-19T16:15:27.270562Z
49,1,2026-03-19T15:52:01.249261Z,49,http://127.0.0.1:8000/1014800300_14_1_left.png,dog_talbot,4.61,2026-03-19T15:52:01.249261Z
50,1,2026-03-19T15:52:09.840318Z,50,http://127.0.0.1:8000/1014800300_14_1_right.png,dog_talbot,7.193,2026-03-19T15:52:09.840318Z
51,1,2026-03-19T15:52:32.375027Z,51,http://127.0.0.1:8000/1014800300_14_2_left.png,griffin,6.384,2026-03-19T15:52:32.375027Z
52,1,2026-03-19T15:52:39.802571Z,52,http://127.0.0.1:8000/1014800300_14_2_right.png,stag_deer,6.073,2026-03-19T15:52:39.802571Z
53,1,2026-03-19T15:52:43.024496Z,53,http://127.0.0.1:8000/1014800300_14_3_left.png,lion,1.654,2026-03-19T15:52:43.024496Z
54,1,2026-03-19T15:52:46.046615Z,54,http://127.0.0.1:8000/1014800300_14_3_right.png,lion,1.601,2026-03-19T15:52:46.046615Z
55,1,2026-03-19T15:52:53.854608Z,55,http://127.0.0.1:8000/1014800300_14_4_left.png,dog_talbot,6.389,2026-03-19T15:52:53.854608Z
56,1,2026-03-19T15:52:57.830730Z,56,http://127.0.0.1:8000/1014800300_14_4_right.png,lion,1.478,2026-03-19T15:52:57.830730Z
57,1,2026-03-19T15:53:02.789139Z,57,http://127.0.0.1:8000/1014800300_14_5_left.png,dog_greyhound,3.581,2026-03-19T15:53:02.789139Z
58,1,2026-03-19T15:53:07.735857Z,58,http://127.0.0.1:8000/1014800300_14_5_right.png,dog_greyhound,3.055,2026-03-19T15:53:07.735857Z
59,1,2026-03-19T15:53:11.089317Z,59,http://127.0.0.1:8000/1014800300_14_6_left.png,lion,1.892,2026-03-19T15:53:11.089317Z
60,1,2026-03-19T15:53:13.609481Z,60,http://127.0.0.1:8000/1014800300_14_6_right.png,lion,1.205,2026-03-19T15:53:13.609481Z
61,1,2026-03-19T15:53:16.545527Z,61,http://127.0.0.1:8000/1014800300_14_7_left.png,lion,1.412,2026-03-19T15:53:16.545527Z
62,1,2026-03-19T15:53:18.545026Z,62,http://127.0.0.1:8000/1014800300_14_7_right.png,lion,0.838,2026-03-19T15:53:18.545026Z
63,1,2026-03-19T15:53:24.420693Z,63,http://127.0.0.1:8000/1014800300_14_8_left.png,unicorn,4.209,2026-03-19T15:53:24.420693Z
64,1,2026-03-19T15:53:27.471912Z,64,http://127.0.0.1:8000/1014800300_14_8_right.png,lion,1.659,2026-03-19T15:53:27.471912Z
65,1,2026-03-19T15:53:38.344936Z,65,http://127.0.0.1:8000/1014800300_15_1_left.png,dragon,9.486,2026-03-19T15:53:38.344936Z
66,1,2026-03-19T15:53:42.116663Z,66,http://127.0.0.1:8000/1014800300_15_1_right.png,dragon,2.377,2026-03-19T15:53:42.116663Z
67,1,2026-03-19T15:53:54.299606Z,67,http://127.0.0.1:8000/1014800300_15_2_left.png,stag_deer,4.993,2026-03-19T15:53:54.299606Z
68,1,2026-03-19T15:53:58.564118Z,68,http://127.0.0.1:8000/1014800300_15_2_right.png,stag_deer,2.848,2026-03-19T15:53:58.564118Z
69,1,2026-03-19T15:55:20.863052Z,69,http://127.0.0.1:8000/1014800300_15_3_left.png,griffin,75.668,2026-03-19T15:55:20.863052Z
70,1,2026-03-19T15:57:04.081897Z,70,http://127.0.0.1:8000/1014800300_15_3_right.png,bull,3.015,2026-03-19T15:57:04.081897Z
71,1,2026-03-19T16:01:49.118116Z,71,http://127.0.0.1:8000/1014800300_15_4_left.png,eagle,21.916,2026-03-19T16:01:49.118116Z
72,1,2026-03-19T16:01:52.487728Z,72,http://127.0.0.1:8000/1014800300_15_4_right.png,eagle,7.017,2026-03-19T16:01:59.606051Z
73,1,2026-03-19T16:02:02.574231Z,73,http://127.0.0.1:8000/1014800300_15_5_left.png,unicorn,1.266,2026-03-19T16:02:02.574231Z
74,1,2026-03-19T16:02:04.798023Z,74,http://127.0.0.1:8000/1014800300_15_5_right.png,unicorn,0.721,2026-03-19T16:02:04.798023Z
75,1,2026-03-19T16:02:48.727601Z,75,http://127.0.0.1:8000/1014800300_15_6_left.png,lion,1.156,2026-03-19T16:02:48.727601Z
76,1,2026-03-19T16:02:56.305578Z,76,http://127.0.0.1:8000/1014800300_15_6_right.png,griffin,5.947,2026-03-19T16:02:56.305578Z
77,1,2026-03-19T16:03:02.660214Z,77,http://127.0.0.1:8000/1014800300_15_7_left.png,dog_talbot,4.934,2026-03-19T16:03:02.660214Z
78,1,2026-03-19T16:03:06.811836Z,78,http://127.0.0.1:8000/1014800300_15_7_right.png,dog_talbot,1.977,2026-03-19T16:03:06.811836Z
79,1,2026-03-19T16:03:15.760080Z,79,http://127.0.0.1:8000/1014800300_15_8_left.png,eagle,9.068,2026-03-19T16:03:25.663702Z
80,1,2026-03-19T16:03:22.544573Z,80,http://127.0.0.1:8000/1014800300_15_8_right.png,eagle,5.522,2026-03-19T16:03:22.544573Z
81,1,2026-03-19T16:03:59.639004Z,81,http://127.0.0.1:8000/1014800300_16_1_left.png,human,7.652,2026-03-19T16:03:59.639004Z
82,1,2026-03-19T16:04:04.441766Z,82,http://127.0.0.1:8000/1014800300_16_1_right.png,eagle,3.408,2026-03-19T16:04:04.441766Z
83,1,2026-03-19T16:06:56.274582Z,83,http://127.0.0.1:8000/1014800300_16_2_left.png,lion,72.175,2026-03-19T16:06:56.274582Z
84,1,2026-03-19T16:08:40.622434Z,84,http://127.0.0.1:8000/1014800300_16_2_right.png,lion,6.449,2026-03-19T16:08:40.622434Z
85,1,2026-03-19T16:08:43.679880Z,85,http://127.0.0.1:8000/1014800300_16_3_left.png,lion,2.429,2026-03-19T16:08:43.679880Z
86,1,2026-03-19T16:08:47.598609Z,86,http://127.0.0.1:8000/1014800300_16_3_right.png,bull,3.365,2026-03-19T16:08:47.598609Z
87,1,2026-03-19T16:08:51.426328Z,87,http://127.0.0.1:8000/1014800300_16_4_left.png,human,3.233,2026-03-19T16:08:51.426328Z
88,1,2026-03-19T16:08:53.647262Z,88,http://127.0.0.1:8000/1014800300_16_4_right.png,human,1.654,2026-03-19T16:08:53.647262Z
89,1,2026-03-19T16:09:13.788873Z,89,http://127.0.0.1:8000/1014800300_16_5_left.png,bull,5.211,2026-03-19T16:09:13.788873Z
90,1,2026-03-19T16:09:21.930779Z,90,http://127.0.0.1:8000/1014800300_16_5_right.png,dog_talbot,7.637,2026-03-19T16:09:21.930779Z
91,1,2026-03-19T16:09:25.100309Z,91,http://127.0.0.1:8000/1014800300_16_6_left.png,lion,2.647,2026-03-19T16:09:25.100309Z
92,1,2026-03-19T16:09:27.000471Z,92,http://127.0.0.1:8000/1014800300_16_6_right.png,lion,1.408,2026-03-19T16:09:27.000471Z
93,1,2026-03-19T16:09:29.389335Z,93,http://127.0.0.1:8000/1014800300_16_7_left.png,lion,1.845,2026-03-19T16:09:29.389335Z
94,1,2026-03-19T16:09:32.726364Z,94,http://127.0.0.1:8000/1014800300_16_7_right.png,lion,2.797,2026-03-19T16:09:32.726364Z
95,1,2026-03-19T16:09:35.952678Z,95,http://127.0.0.1:8000/1014800300_17_1_left.png,human,2.723,2026-03-19T16:09:35.952678Z
96,1,2026-03-19T16:09:37.656250Z,96,http://127.0.0.1:8000/1014800300_17_1_right.png,human,1.196,2026-03-19T16:09:37.656250Z
97,1,2026-03-19T16:09:41.011015Z,97,http://127.0.0.1:8000/1014800300_17_2_left.png,human,2.809,2026-03-19T16:09:41.011015Z
98,1,2026-03-19T16:09:45.623372Z,98,http://127.0.0.1:8000/1014800300_17_2_right.png,bull,4.027,2026-03-19T16:09:45.623372Z
99,1,2026-03-19T16:10:04.940123Z,99,http://127.0.0.1:8000/1014800300_17_3_left.png,lion,18.797,2026-03-19T16:10:04.940123Z
100,1,2026-03-19T16:10:08.370124Z,100,http://127.0.0.1:8000/1014800300_17_3_right.png,bull,2.887,2026-03-19T16:10:08.370124Z
101,1,2026-03-19T16:10:11.312208Z,101,http://127.0.0.1:8000/1014800300_17_4_left.png,unicorn,2.414,2026-03-19T16:10:11.312208Z
102,1,2026-03-19T16:10:14.433369Z,102,http://127.0.0.1:8000/1014800300_17_4_right.png,unicorn,2.594,2026-03-19T16:10:14.433369Z
105,1,2026-03-19T16:10:37.775851Z,105,http://127.0.0.1:8000/1014800300_17_6_left.png,lion,1.871,2026-03-19T16:10:37.775851Z
106,1,2026-03-19T16:10:39.714509Z,106,http://127.0.0.1:8000/1014800300_17_6_right.png,lion,1.432,2026-03-19T16:10:39.714509Z
107,1,2026-03-19T16:10:41.795230Z,107,http://127.0.0.1:8000/1014800300_17_7_left.png,lion,1.52,2026-03-19T16:10:41.795230Z
108,1,2026-03-19T16:10:44.099785Z,108,http://127.0.0.1:8000/1014800300_17_7_right.png,lion,1.739,2026-03-19T16:10:44.099785Z
109,1,2026-03-19T16:10:50.147597Z,109,http://127.0.0.1:8000/1014800300_17_8_left.png,eagle,5.468,2026-03-19T16:10:50.147597Z
110,1,2026-03-19T16:10:52.657354Z,110,http://127.0.0.1:8000/1014800300_17_8_right.png,eagle,2.001,2026-03-19T16:10:52.657354Z
111,1,2026-03-19T16:10:55.507985Z,111,http://127.0.0.1:8000/1014800300_18_1_left.png,lion,2.351,2026-03-19T16:10:55.508986Z
112,1,2026-03-19T16:10:57.565863Z,112,http://127.0.0.1:8000/1014800300_18_1_right.png,lion,1.558,2026-03-19T16:10:57.565863Z
113,1,2026-03-19T16:10:59.792853Z,113,http://127.0.0.1:8000/1014800300_18_2_left.png,human,1.72,2026-03-19T16:10:59.792853Z
114,1,2026-03-19T16:11:01.547007Z,114,http://127.0.0.1:8000/1014800300_18_2_right.png,human,1.243,2026-03-19T16:11:01.547007Z
115,1,2026-03-19T16:11:09.315679Z,115,http://127.0.0.1:8000/1014800300_18_3_left.png,griffin,7.26,2026-03-19T16:11:09.315679Z
117,1,2026-03-19T16:12:23.486269Z,117,http://127.0.0.1:8000/1014800300_18_4_left.png,human,2.016,2026-03-19T16:12:23.486269Z
118,1,2026-03-19T16:12:25.321284Z,118,http://127.0.0.1:8000/1014800300_18_4_right.png,human,1.315,2026-03-19T16:12:25.321284Z
119,1,2026-03-19T16:12:29.584688Z,119,http://127.0.0.1:8000/1014800300_18_5_left.png,dog_talbot,3.717,2026-03-19T16:12:29.584688Z
120,1,2026-03-19T16:12:33.753694Z,120,http://127.0.0.1:8000/1014800300_18_5_right.png,stag_deer,3.531,2026-03-19T16:12:33.753694Z
121,1,2026-03-19T16:12:37.652466Z,121,http://127.0.0.1:8000/1014800300_18_6_left.png,griffin,3.254,2026-03-19T16:12:37.652466Z
122,1,2026-03-19T16:12:39.701592Z,122,http://127.0.0.1:8000/1014800300_18_6_right.png,lion,1.516,2026-03-19T16:12:39.701592Z
123,1,2026-03-19T16:12:41.966004Z,123,http://127.0.0.1:8000/1014800300_18_7_left.png,lion,1.703,2026-03-19T16:12:41.967015Z
124,1,2026-03-19T16:12:46.579713Z,124,http://127.0.0.1:8000/1014800300_18_7_right.png,stag_deer,4.076,2026-03-19T16:12:46.579713Z
125,1,2026-03-19T16:13:20.083990Z,125,http://127.0.0.1:8000/1014800300_18_8_left.png,lion,32.983,2026-03-19T16:13:20.083990Z
126,1,2026-03-19T16:13:23.791608Z,126,http://127.0.0.1:8000/1014800300_18_8_right.png,lion,3.132,2026-03-19T16:13:23.791608Z
127,1,2026-03-19T16:13:26.184486Z,127,http://127.0.0.1:8000/1014800300_19_1_left.png,lion,1.841,2026-03-19T16:13:26.184486Z
128,1,2026-03-19T16:13:28.568960Z,128,http://127.0.0.1:8000/1014800300_19_1_right.png,lion,1.839,2026-03-19T16:13:28.568960Z
129,1,2026-03-19T16:13:32.774387Z,129,http://127.0.0.1:8000/1014800300_19_2_left.png,griffin,3.667,2026-03-19T16:13:32.774387Z
130,1,2026-03-19T16:13:34.986606Z,130,http://127.0.0.1:8000/1014800300_19_2_right.png,lion,1.682,2026-03-19T16:13:34.987569Z
132,1,2026-03-19T16:16:42.208324Z,132,http://127.0.0.1:8000/1014800300_19_3_right.png,dog_talbot,1.708,2026-03-19T16:16:42.208324Z
133,1,2026-03-19T16:16:50.073711Z,133,http://127.0.0.1:8000/1014800300_19_4_left.png,stag_deer,7.277,2026-03-19T16:16:50.073711Z
134,1,2026-03-19T16:16:52.838820Z,134,http://127.0.0.1:8000/1014800300_19_4_right.png,stag_deer,2.208,2026-03-19T16:16:52.838820Z
135,1,2026-03-19T16:16:55.752212Z,135,http://127.0.0.1:8000/1014800300_19_5_left.png,griffin,2.371,2026-03-19T16:16:55.752212Z
136,1,2026-03-19T16:16:57.690761Z,136,http://127.0.0.1:8000/1014800300_19_5_right.png,griffin,1.412,2026-03-19T16:16:57.690761Z
137,1,2026-03-19T16:17:02.480000Z,137,http://127.0.0.1:8000/1014800300_19_6_left.png,dragon,4.29,2026-03-19T16:17:02.480000Z
138,1,2026-03-19T16:17:04.908755Z,138,http://127.0.0.1:8000/1014800300_19_6_right.png,lion,1.897,2026-03-19T16:17:04.908755Z
139,1,2026-03-19T16:17:13.831251Z,139,http://127.0.0.1:8000/1014800300_19_7_left.png,horse,8.355,2026-03-19T16:17:13.831251Z
140,1,2026-03-19T16:17:16.326790Z,140,http://127.0.0.1:8000/1014800300_19_7_right.png,horse,1.971,2026-03-19T16:17:16.326790Z
141,1,2026-03-19T16:17:20.184631Z,141,http://127.0.0.1:8000/1014800300_19_8_left.png,dog_talbot,3.328,2026-03-19T16:17:20.184631Z
143,1,2026-03-19T16:17:26.464353Z,143,http://127.0.0.1:8000/1014800300_21_1_left.png,lion,2.087,2026-03-19T16:17:26.464353Z
144,1,2026-03-19T16:17:28.516582Z,144,http://127.0.0.1:8000/1014800300_21_1_right.png,lion,1.543,2026-03-19T16:17:28.516582Z
145,1,2026-03-19T16:17:32.076519Z,145,http://127.0.0.1:8000/1014800300_21_2_left.png,eagle,2.999,2026-03-19T16:17:32.076519Z
146,1,2026-03-19T16:17:34.750149Z,146,http://127.0.0.1:8000/1014800300_21_2_right.png,lion,2.091,2026-03-19T16:17:34.750149Z
147,1,2026-03-19T16:17:45.304362Z,147,http://127.0.0.1:8000/1014800300_21_3_left.png,jaguar,10.047,2026-03-19T16:17:45.304362Z
148,1,2026-03-19T16:17:47.114579Z,148,http://127.0.0.1:8000/1014800300_21_3_right.png,dog_talbot,1.306,2026-03-19T16:17:47.114579Z
149,1,2026-03-19T16:17:49.949225Z,149,http://127.0.0.1:8000/1014800300_21_4_left.png,stag_deer,2.289,2026-03-19T16:17:49.949225Z
150,1,2026-03-19T16:17:52.324515Z,150,http://127.0.0.1:8000/1014800300_21_4_right.png,stag_deer,1.758,2026-03-19T16:17:52.324515Z
151,1,2026-03-19T16:17:55.284941Z,151,http://127.0.0.1:8000/1014800300_21_5_left.png,griffin,2.024,2026-03-19T16:17:55.284941Z
152,1,2026-03-19T16:17:57.921177Z,152,http://127.0.0.1:8000/1014800300_21_5_right.png,griffin,2.075,2026-03-19T16:17:57.921177Z
153,1,2026-03-19T16:18:00.536771Z,153,http://127.0.0.1:8000/1014800300_21_6_left.png,dragon,2.093,2026-03-19T16:18:00.536771Z
154,1,2026-03-19T16:18:03.533248Z,154,http://127.0.0.1:8000/1014800300_21_6_right.png,lion,2.501,2026-03-19T16:18:03.533248Z
155,1,2026-03-19T16:18:06.782803Z,155,http://127.0.0.1:8000/1014800300_21_7_left.png,horse,2.725,2026-03-19T16:18:06.782803Z
156,1,2026-03-19T16:18:10.778395Z,156,http://127.0.0.1:8000/1014800300_21_7_right.png,horse,14.674,2026-03-19T16:18:31.255696Z
157,1,2026-03-19T16:18:37.456773Z,157,http://127.0.0.1:8000/1014800300_21_8_left.png,dog_talbot,2.395,2026-03-19T16:18:37.456773Z
160,1,2026-03-19T16:18:55.310597Z,160,http://127.0.0.1:8000/1014800300_24_1_right.png,griffin,3.605,2026-03-19T16:18:55.310597Z
161,1,2026-03-19T16:18:57.983017Z,161,http://127.0.0.1:8000/1014800300_24_2_left.png,lion,2.126,2026-03-19T16:18:57.983017Z
162,1,2026-03-19T16:19:00.948914Z,162,http://127.0.0.1:8000/1014800300_24_2_right.png,horse,2.407,2026-03-19T16:19:00.948914Z
163,1,2026-03-19T16:19:03.617560Z,163,http://127.0.0.1:8000/1014800300_24_3_left.png,unicorn,2.144,2026-03-19T16:19:03.617560Z
164,1,2026-03-19T16:19:05.889641Z,164,http://127.0.0.1:8000/1014800300_24_3_right.png,lion,1.68,2026-03-19T16:19:05.889641Z
165,1,2026-03-19T16:19:08.137819Z,165,http://127.0.0.1:8000/1014800300_24_4_left.png,human,1.685,2026-03-19T16:19:08.137819Z
166,1,2026-03-19T16:19:10.517968Z,166,http://127.0.0.1:8000/1014800300_24_4_right.png,human,1.861,2026-03-19T16:19:10.517968Z
167,1,2026-03-19T16:19:14.651964Z,167,http://127.0.0.1:8000/1014800300_24_5_left.png,griffin,3.557,2026-03-19T16:19:14.651964Z
168,1,2026-03-19T16:19:19.028792Z,168,http://127.0.0.1:8000/1014800300_24_5_right.png,dragon,3.772,2026-03-19T16:19:19.028792Z
169,1,2026-03-19T16:19:22.262880Z,169,http://127.0.0.1:8000/1014800300_24_6_left.png,stag_deer,2.682,2026-03-19T16:19:22.262880Z
170,1,2026-03-19T16:19:25.261700Z,170,http://127.0.0.1:8000/1014800300_24_6_right.png,stag_deer,2.355,2026-03-19T16:19:25.261700Z
171,1,2026-03-19T16:19:27.256771Z,171,http://127.0.0.1:8000/1014800300_24_7_left.png,lion,1.445,2026-03-19T16:19:27.256771Z
172,1,2026-03-19T16:19:30.356687Z,172,http://127.0.0.1:8000/1014800300_24_7_right.png,stag_deer,2.547,2026-03-19T16:19:30.356687Z
173,1,2026-03-19T16:19:35.704578Z,173,http://127.0.0.1:8000/1014800300_27_1_left.png,wolf,4.776,2026-03-19T16:19:35.704578Z
174,1,2026-03-19T16:20:12.588841Z,174,http://127.0.0.1:8000/1014800300_27_1_right.png,wolf,36.146,2026-03-19T16:20:12.588841Z
175,1,2026-03-19T16:20:17.674591Z,175,http://127.0.0.1:8000/1014800300_27_2_left.png,stag_deer,4.52,2026-03-19T16:20:17.674591Z
176,1,2026-03-19T16:20:22.796887Z,176,http://127.0.0.1:8000/1014800300_27_2_right.png,dog_greyhound,4.414,2026-03-19T16:20:22.796887Z
177,1,2026-03-19T16:20:26.503151Z,177,http://127.0.0.1:8000/1014800300_27_3_left.png,stag_deer,3.034,2026-03-19T16:20:26.503151Z
178,1,2026-03-19T16:20:28.619502Z,178,http://127.0.0.1:8000/1014800300_27_3_right.png,lion,1.566,2026-03-19T16:20:28.620512Z
179,1,2026-03-19T16:20:35.808927Z,179,http://127.0.0.1:8000/1014800300_27_4_left.png,griffin,6.478,2026-03-19T16:20:35.808927Z
180,1,2026-03-19T16:20:38.589244Z,180,http://127.0.0.1:8000/1014800300_27_4_right.png,griffin,2.217,2026-03-19T16:20:38.589244Z
181,1,2026-03-19T16:20:45.148798Z,181,http://127.0.0.1:8000/1014800300_27_5_left.png,hybrid_other,13.539,2026-03-19T16:21:42.129554Z
182,1,2026-03-19T16:20:48.082743Z,182,http://127.0.0.1:8000/1014800300_27_5_right.png,hybrid_other,3.315,2026-03-19T16:21:44.886527Z
183,1,2026-03-19T16:20:53.008243Z,183,http://127.0.0.1:8000/1014800300_27_6_left.png,antelope,4.336,2026-03-19T16:20:53.009268Z
184,1,2026-03-19T16:21:49.426924Z,184,http://127.0.0.1:8000/1014800300_27_6_right.png,hybrid_other,0.912,2026-03-19T16:21:49.426924Z
185,1,2026-03-19T16:21:52.219080Z,185,http://127.0.0.1:8000/1014800300_27_7_left.png,mammal_other,2.335,2026-03-19T16:21:52.219080Z
186,1,2026-03-19T16:21:55.314034Z,186,http://127.0.0.1:8000/1014800300_27_7_right.png,mammal_other,2.545,2026-03-19T16:21:55.314034Z
187,1,2026-03-19T16:21:58.634416Z,187,http://127.0.0.1:8000/1014800300_27_8_left.png,griffin,2.805,2026-03-19T16:21:58.634416Z
188,1,2026-03-19T16:22:32.061283Z,188,http://127.0.0.1:8000/1014800300_27_8_right.png,griffin,32.765,2026-03-19T16:22:32.061283Z
189,1,2026-03-19T16:22:38.896112Z,189,http://127.0.0.1:8000/1014800300_30_1_left.png,stag_deer,6.291,2026-03-19T16:22:38.896112Z
191,1,2026-03-19T16:22:43.900604Z,191,http://127.0.0.1:8000/1014800300_30_2_left.png,unicorn,1.56,2026-03-19T16:22:43.900604Z
192,1,2026-03-19T16:22:45.490907Z,192,http://127.0.0.1:8000/1014800300_30_2_right.png,unicorn,1.059,2026-03-19T16:22:45.490907Z
193,1,2026-03-19T16:22:48.996074Z,193,http://127.0.0.1:8000/1014800300_30_3_left.png,horse,3.002,2026-03-19T16:22:48.996074Z
194,1,2026-03-19T16:22:50.816124Z,194,http://127.0.0.1:8000/1014800300_30_3_right.png,horse,1.313,2026-03-19T16:22:50.816124Z
195,1,2026-03-19T16:22:56.284678Z,195,http://127.0.0.1:8000/1014800300_30_4_left.png,bull,4.914,2026-03-19T16:22:56.284678Z
196,1,2026-03-19T16:22:58.394243Z,196,http://127.0.0.1:8000/1014800300_30_4_right.png,bull,1.585,2026-03-19T16:22:58.394243Z
197,1,2026-03-19T16:23:00.698575Z,197,http://127.0.0.1:8000/1014800300_30_5_left.png,human,1.734,2026-03-19T16:23:00.698575Z
